ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
22jRNQ4F3QKDfkihR,125566664_2939390801.0,2939390801,13,0,0,0,1,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,USA,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jRYeb39wfkpRnxJ,1802663903_2796001890674233.0,2796001890674230,3,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,2,0,1,Desktop,1,1,GBR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jRom9DrByvhuC6D,-2126148103_6596054553885844.0,6596054553885840,6,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,1,0,GBR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22jRvb2k6LHKeCdrK,1795872813_2515956109.0,2515956109,3,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,2,0,1,Desktop,1,0,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22jSYfJLNbf8jL7pn,-671137740_2489390455.0,2489390455,10,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1,5,0,0,Mobile,0,0,AUS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
22jSa3nCSEfvXCXfo,480285397_3338742523.0,3338742523,11,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Desktop,0,1,ROU,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0
22jSc3jphp7zv2fED,952133231_882627822,882627822,3,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Mobile,0,1,FIN,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22jSdctf3s63tHyir,458611190_804914052960197.0,804914052960197,5,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0,5,0,1,Desktop,0,0,TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
22jSoETS5fu9oMSYK,1645391484_4778564200276085.0,4778564200276090,2,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,1,0,1,Mobile,0,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22jTSKA5AmzNfMEZp,-1176560801_6581131869668762.0,6581131869668760,9,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Desktop,0,0,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22jTYX2WqCS3swzwq,474774478_3348435019.0,3348435019,7,0,0,0,0,Female,Gender,Gender,Male,Female,0,4,0,0,,,,POL,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
22jTpDzi3fSZvqBws,-527069280_2338718077.0,2338718077,2,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,0,1,DEU,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22jW5uFath35GTb53,1596513172_3839353099.0,3839353099,11,0,1,0,0,Young,Age,Age,Young,Old,1,2,0,1,,,,USA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22jW69X66hRLRwTbS,235668407_2599867172.0,2599867172,7,0,0,0,2,Low,Social Status,Social Status,High,Low,0,2,0,0,Desktop,0,0,UKR,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22jW6oHjSZekvxo6a,-1328254886_2362494413863492.0,2362494413863490,7,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,1,0,AUS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22jWAZXDfm9jspa3D,474581622_2236240165.0,2236240165,4,0,1,0,1,Young,Age,Age,Young,Old,1,1,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22jWL4BE3ir5yfPcS,-1941283657_3925157530831562.0,3925157530831560,2,0,1,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22jWrC76ivYcGtBKD,1518916481_978805950,978805950,4,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,1,1,USA,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22jWtyfk5xKdwiPcy,541073222_9686849818709440.0,9686849818709440,11,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22jX5rNLTNB9BuWnW,1342067187_785637610503671.0,785637610503671,12,0,1,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,Desktop,0,0,SGP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22jXB22QBoe7ygvcS,359316182_1571236748725069.0,1571236748725070,3,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,0,0,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
22jXXBXGMu2HrPXL6,20851210_616707154549658.0,616707154549658,7,0,0,0,2,Young,Age,Age,Young,Old,1,1,0,0,Mobile,0,0,NLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jXjaEfnWnk4zszW,-1226308451_1885791933,1885791933,9,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,0,0,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22jXuoYmTAtewsFfm,1445450787_4211506263.0,4211506263,1,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,0,Mobile,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22jY3JMccc4FCMAR2,1144557021_6741286518838372.0,6741286518838370,6,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,4,0,1,Desktop,1,0,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
22jY85ehPfZTngv6r,1204636340_3591699691336912.0,3591699691336910,10,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,0,USA,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22jYSPgM4nyh6fGew,-565238426_2111248745311078.0,2111248745311080,7,0,1,0,0,Old,Age,Age,Young,Old,0,2,0,0,Mobile,0,1,RUS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jYcWTGm7dHT7Ks2,-2018798189_1089247316842552.0,1089247316842550,2,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,1,0,0,Desktop,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22jYkXhKFvmbs77pt,-1148703553_1333053240,1333053240,1,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1,3,0,1,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
22jYrZe6SHqPZzYqP,-1694623731_8254896708818815.0,8254896708818810,8,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1,4,0,1,Mobile,0,0,GUM,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
22jYxKNEpyjZAZ7BK,-609402935_154014939,154014939,7,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jYz2nm6KZrvtt7G,-681026276_6368149842601269.0,6368149842601270,13,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Mobile,0,1,DEU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22jZqeqCBvYjT3ogH,357170567_2685208963.0,2685208963,3,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,3,0,0,,,,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22ja8k6pJhwRquuP4,523200552_6785738067004006.0,6785738067004010,3,0,1,0,2,Male,Gender,Gender,Male,Female,1,1,0,0,Mobile,0,1,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22jatBqNAnzbieXKS,-1701703188_6098703092090676.0,6098703092090680,4,0,1,0,2,Young,Age,Age,Young,Old,1,4,0,1,Desktop,0,0,CZE,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
22jb5F2HhtRhYWTnY,2068519053_643167717,643167717,13,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Mobile,0,1,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22jb7E9f24hn9psN8,-402654098_2138940196286398.0,2138940196286400,3,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,Mobile,0,0,GBR,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
22jbX2trMEMDFR7FW,2034449880_978796027,978796027,5,0,1,0,2,More,Random,Utilitarian,More,Less,1,4,3,0,Desktop,1,1,POL,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22jc8h88j2P8oZFXr,-2108183483_6928112306646004.0,6928112306646000,9,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,0,CZE,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
22jcK9tbbzEg9adZ6,-1514173993_510013117,510013117,8,0,1,0,0,Young,Age,Age,Young,Old,1,4,0,1,Desktop,1,1,USA,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22jcMvmsq7ZcQbWP2,578300127_5083231516917306.0,5083231516917310,10,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Mobile,0,1,USA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
22jcRM8ZyoSapKShF,418337619_4123821560.0,4123821560,7,0,0,1,0,Female,Gender,Gender,Male,Female,0,3,0,0,Mobile,0,0,CAN,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
22jcXG7qnBfsvW6ba,-171050605_4298705122559891.0,4298705122559890,9,0,0,1,0,Male,Gender,Gender,Male,Female,1,5,0,0,Desktop,0,1,SGP,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
22jctsyQvqRh63io3,1384954659_2136396167,2136396167,7,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,5,0,0,,,,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
22jcu4YxKpAXTgYbC,-499805703_3846271737.0,3846271737,13,0,1,0,2,Low,Social Status,Social Status,High,Low,0,1,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22jcvRi2ADejymzjR,-1688946404_3585084415.0,3585084415,10,0,1,0,0,Rand,Age,Random,,,,1,0,0,,,,USA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22jcz8DpySCHMATRA,-2085257440_3737593003794859.0,3737593003794860,9,0,1,0,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,1,0,USA,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22jd68G9SCqtw7uwq,1696994473_3931305667.0,3931305667,1,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,1,0,0,Mobile,0,1,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22jdGZM7xpCgLZHNx,1944745074_2951835839884311.0,2951835839884310,7,0,0,1,0,Young,Age,Age,Young,Old,1,4,0,1,Desktop,1,0,CAN,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
22jdJuvJz9SHLjscq,-1846211303_2273675662171714.0,2273675662171710,1,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,1,1,USA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
22jdYQTL5a7jtyjA2,-1681952525_6336657016714207.0,6336657016714210,9,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0,5,0,0,Desktop,0,0,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
22jdooFSexY5mmpKw,282989763_2517634692.0,2517634692,12,0,0,1,0,High,Social Status,Social Status,High,Low,1,5,0,1,Mobile,0,0,USA,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22jdpA5hpRMYDgynW,134994092_4015950960.0,4015950960,6,0,1,0,0,Young,Age,Age,Young,Old,1,1,0,1,Desktop,0,0,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22jdzaEhmh6RKg788,787673156_9034561300278520.0,9034561300278520,2,0,0,0,0,Female,Gender,Gender,Male,Female,0,1,0,1,Desktop,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22je6BXu5fJbELhH7,916593788_7363503092072539.0,7363503092072540,7,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,2,0,1,Desktop,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22jeqGeZQ8Se4r9fL,-298270015_1941296572402135.0,1941296572402140,2,0,1,0,0,Rand,Fitness,Random,,,,4,0,0,Desktop,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
22jfBFC7vZsXZAy5f,18895299_5502518366556615.0,5502518366556620,2,0,1,0,0,Old,Age,Age,Young,Old,0,5,0,0,Desktop,1,1,AUS,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jfcK9TYQuC9WrFA,-1294133713_4078292876662246.0,4078292876662250,8,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0,2,0,0,Desktop,1,0,CHE,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22jfvdeAFvJb3o4a8,-1738614207_3113528393.0,3113528393,6,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,1,0,IND,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
22jg2MNhChQwm5zBo,1017737883_2004867997,2004867997,11,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,1,0,0,,,,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22jgAX3KEBfcKH32j,-1850997660_4374786622580850.0,4374786622580850,5,0,0,0,0,Female,Gender,Gender,Male,Female,0,1,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22jgBzfbzGRyCPFEf,1488292547_1864160549498530.0,1864160549498530,13,0,1,0,2,High,Social Status,Social Status,High,Low,1,1,0,0,Desktop,1,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jgMbEGRaPbRAcCu,-123272249_750399978974492.0,750399978974492,7,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Mobile,0,1,GBR,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22jgi7YEPt2vQTtFe,1741308758_8383171027386880.0,8383171027386880,1,0,0,1,0,Old,Age,Age,Young,Old,0,4,0,1,Mobile,0,1,ESP,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jgk6aLMxHjNEaXi,-1454989638_3883725986.0,3883725986,7,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,1,1,USA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
22jhBsLBHrYPKyQfD,210966296_7994319082195600.0,7994319082195600,4,0,0,1,0,Young,Age,Age,Young,Old,1,3,0,1,Desktop,0,0,BEL,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22jiBP9ZJyZdeetJD,-2093062318_3038282562.0,3038282562,9,0,0,1,0,High,Social Status,Social Status,High,Low,1,5,0,0,Desktop,0,1,USA,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22jiKkDXggyrk8vMc,1003423510_7271525192293642.0,7271525192293640,5,0,0,0,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,0,0,JPN,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
22jiLb45mJZffqtrN,-952701073_2421010583.0,2421010583,3,0,1,0,0,Male,Gender,Gender,Male,Female,1,3,0,0,Desktop,1,0,USA,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
22jiPmts78J9JJtBZ,194184653_8759843431539771.0,8759843431539770,5,0,1,0,0,Rand,Random,Random,,,,1,2,0,Desktop,0,1,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22jiiRGwpCro6JmFv,-1963632304_250866614,250866614,9,0,1,0,0,Rand,Fitness,Random,,,,2,0,0,Desktop,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22jixZwEQNgpy2jrC,-101650778_6202220052161724.0,6202220052161720,7,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,0,Desktop,0,1,USA,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
22jjAwPeaJngrfMwJ,995538821_6151931720857438.0,6151931720857440,8,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,0,0,LTU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22jjc3WnEuQ6hJsAz,-576809598_4009715068.0,4009715068,1,0,1,0,0,Male,Gender,Gender,Male,Female,1,2,0,0,,,,DEU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22jkH4fFexiiiphdT,597084784_6110811331105979.0,6110811331105980,9,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,5,0,0,Mobile,0,0,CZE,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
22jkxC2mzyXRS3aSF,-2126611512_1211299115,1211299115,10,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22jmdF85kkHdH2Srb,-1107082812_9672972629139244.0,9672972629139250,8,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0,1,0,0,Desktop,1,1,FRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jmgZZxyjWQyZZfA,-854448886_3409902060.0,3409902060,11,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0,5,0,0,Desktop,1,0,USA,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22jn7y9Mj5YQebfq7,-500323270_5284947915641671.0,5284947915641670,9,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Mobile,1,0,JPN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22joMfShmcwDJWaFL,1807973092_4595637898550424.0,4595637898550420,1,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,1,Desktop,1,1,IND,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
22joRWaHM4sDCmfrj,-740496256_2285117361.0,2285117361,3,0,0,0,1,Old,Age,Age,Young,Old,0,3,0,1,,,,USA,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22joY3mCXHWqNef8S,-1980079824_2757015815788561.0,2757015815788560,12,0,1,0,0,Low,Social Status,Social Status,High,Low,0,3,0,0,Mobile,0,1,RUS,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
22joYn6wZPQBAH4Bx,-188788881_7801816198110816.0,7801816198110820,11,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,0,1,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22joab3ibmaXzgK7P,-1156060669_989286302,989286302,2,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,0,Desktop,1,0,CAN,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
22joefnsuC92GdNe6,-667369618_6088716022722799.0,6088716022722800,7,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,1,Desktop,1,1,GBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22jogs5RePKtT7iWC,109387292_876742890131581.0,876742890131581,9,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,0,PRT,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
22jowNy46pYHSxwhz,360424782_1787247534,1787247534,1,0,0,1,0,Rand,Random,Random,,,,2,0,0,Desktop,1,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22jp2QnSxKHgaWGah,1319600844_3506986381683862.0,3506986381683860,5,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22jp5PKebzZu7J5Pf,-628999402_9778834107329142.0,9778834107329140,9,0,0,0,1,Young,Age,Age,Young,Old,1,4,0,1,Mobile,0,1,RUS,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
22jp8FvCkQ6jiX9nP,631033062_1628289599,1628289599,8,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Mobile,1,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22jpb58e7pyrwRd9a,-1444486860_1574817432,1574817432,9,0,0,1,0,Young,Age,Age,Young,Old,1,1,0,0,Mobile,0,1,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jq2vJ2BzSfYFarc,960297562_2339270123.0,2339270123,12,0,0,0,1,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,,,,DEU,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
22jqxBGQyqGS5Rvin,532132204_1206739228,1206739228,4,0,1,0,2,Female,Gender,Gender,Male,Female,0,2,0,0,,,,TUR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22jqxM2Kn2qqjMKJE,-981346181_7373287402496742.0,7373287402496740,11,0,0,0,0,Rand,Age,Random,,,,1,0,1,Mobile,0,1,FRA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22jrDiq74nD2jDB5v,534796002_1545604050483515.0,1545604050483520,10,0,1,0,2,Male,Gender,Gender,Male,Female,1,5,0,0,Desktop,0,0,GBR,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
22jrHWgsgx3tszzv6,510811342_6134045601268527.0,6134045601268530,5,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,2,0,0,Desktop,1,0,FRA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jrS54dZ2PqanT57,-1901882755_227908198825825.0,227908198825825,2,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,2,0,1,Desktop,0,1,RUS,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
22jsA3h8ZxkXBpc6e,1751402433_2048326980,2048326980,6,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,1,0,0,,,,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22jsFvZQChKcxecN9,-438477474_6410156552467096.0,6410156552467100,8,0,1,0,2,Male,Gender,Gender,Male,Female,1,2,0,1,Desktop,1,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22jsHSvE3pAaGaP3M,-1418174285_464334416,464334416,8,0,1,0,2,Old,Age,Age,Young,Old,0,5,0,0,Mobile,0,0,USA,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jsZo48LJdiKvTaA,-487706309_4451346549090312.0,4451346549090310,5,0,1,0,1,Female,Gender,Gender,Male,Female,0,3,0,1,Mobile,0,0,ITA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22jsd7T5XxcDoSCsg,199933851_6262886302097159.0,6262886302097160,10,0,1,0,0,Old,Age,Age,Young,Old,0,4,0,0,Desktop,0,1,BRA,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jt69DpQJyy77MPG,-503160961_3884060104853823.0,3884060104853820,11,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,1,USA,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22jt6DBFc7EbQmZEd,884739892_1280652370,1280652370,9,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1,5,0,1,,,,DEU,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
22jtAAqYD5WKm3xDj,21242016_9826726747538646.0,9826726747538650,1,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,0,Desktop,1,1,DEU,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
22jtBPCp79RiRipkR,-903765033_7746078192592385.0,7746078192592390,9,0,0,1,0,Young,Age,Age,Young,Old,1,1,0,1,Desktop,0,0,GBR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22jtnuTrcpvKzTCGK,-1640445225_9685420383264758.0,9685420383264760,12,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Mobile,0,1,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22jtusafb8wi7aink,-700935672_7445293438510459.0,7445293438510460,6,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,0,RUS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jtzwXwR8ZTGdyBx,-984219394_4023651904.0,4023651904,13,0,1,0,1,Less,Utilitarian,Utilitarian,More,Less,0,4,1,1,Desktop,1,1,AUT,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
22juGbXyKRPJop3CR,1259604993_7919364158296480.0,7919364158296480,2,0,1,0,2,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,1,USA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22juc4B9fFAJTaiT8,-1675451075_2993352652.0,2993352652,12,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1,1,0,0,,,,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
